generator,generator_class,test,sample_size,sample_iter,pass_rate,mean_p,median_p,stability_score,final_score,pass_posterior_chance,classical_randomness_chance,classical_fail_chance,bayes_randomness_chance,bayes_fail_chance,randomness_chance,fail_chance,avg_gen_time_ms,avg_test_time_ms,verdict,bayes_verdict
XORShift32,PRNG,Frequency (Monobit) Test,1000000,500,0.996,0.48920754158853896,0.4684522528126808,0.0,0.7199018853971347,0.9997398113709864,0.996,0.0040000000000000036,0.9997398113709864,0.000260188629013558,0.9997398113709864,0.000260188629013558,130.51025348179974,0.519190993742086,PASS,PASS
XORShift32,PRNG,Runs Test,1000000,500,0.994,0.49819021853168444,0.48425922487238177,0.0,0.720947554632921,0.9986427970493916,0.994,0.006000000000000005,0.9986427970493916,0.0013572029506083716,0.9986427970493916,0.0013572029506083716,130.51025348179974,0.376105148345232,PASS,PASS
XORShift32,PRNG,Block Frequency Test,1000000,500,0.992,0.4660155994821443,0.4475905371716902,0.016099604326507366,0.7141188405195121,0.9949148544264644,0.992,0.008000000000000007,0.9949148544264644,0.0050851455735355655,0.9949148544264644,0.0050851455735355655,130.51025348179974,0.49752433132380247,PASS,PASS
XORShift32,PRNG,Autocorrelation Test,1000000,500,0.994,0.49818995372625907,0.48580257571150487,0.0,0.7209474884315648,0.9986427970493916,0.994,0.006000000000000005,0.9986427970493916,0.0013572029506083716,0.9986427970493916,0.0013572029506083716,130.51025348179974,0.20447718200739473,PASS,PASS
XORShift32,PRNG,Spectral Test,1000000,500,0.978,0.4920784348236198,0.5029254012644649,0.0,0.709819608705905,0.5610539482297024,0.978,0.02200000000000002,0.5610539482297024,0.43894605177029755,0.5610539482297024,0.43894605177029755,130.51025348179974,10.958713498781435,PASS,FAIL
XORShift32,PRNG,Linear Complexity Test,1000000,500,0.988,0.4809677666935376,0.4622620517687591,0.022986217900239136,0.7164898743584203,0.9639016175894787,0.988,0.01200000000000001,0.9639016175894787,0.036098382410521324,0.9639016175894787,0.036098382410521324,130.51025348179974,268.9888545795111,PASS,PASS
XORShift32,PRNG,Diehard Birthday Spacings Test,1000000,500,0.99,0.5360305984738262,0.4795001221869535,0.0,0.7280076496184565,0.9850813608163415,0.99,0.010000000000000009,0.9850813608163415,0.014918639183658544,0.9850813608163415,0.014918639183658544,130.51025348179974,0.1424950425280258,PASS,PASS
XORShift32,PRNG,Dieharder Byte Distribution Test,1000000,500,0.996,0.5126346086772814,0.5244362868362094,0.024159133858217552,0.729382522248053,0.9997398113709864,0.996,0.0040000000000000036,0.9997398113709864,0.000260188629013558,0.9997398113709864,0.000260188629013558,130.51025348179974,1.5806312394561246,PASS,PASS
