generator,generator_class,pass_count,total_tests,pass_ratio,pass_tests,fail_tests,avg_gen_time_ms,avg_test_time_ms,avg_final_score,avg_pass_rate,aggregation,avg_classical_randomness_chance,geo_classical_randomness_chance,classical_randomness_chance,classical_fail_chance,avg_bayes_randomness_chance,geo_bayes_randomness_chance,bayes_randomness_chance,bayes_fail_chance,avg_randomness_chance,geo_randomness_chance,randomness_chance,fail_chance
Ambient Noise Generator,TRNG,7,8,0.875,Frequency (Monobit) Test; Runs Test; Block Frequency Test; Autocorrelation Test; Spectral Test; Linear Complexity Test; Dieharder Byte Distribution Test,Diehard Birthday Spacings Test,0.0034208664437755942,35.09393764658307,0.7171095968307339,0.98675,min_across_tests,0.98675,0.9867357647263726,0.974,0.026000000000000023,0.8823881103915743,0.8412386750572555,0.3328062112071708,0.6671937887928292,0.8823881103915743,0.8412386750572555,0.3328062112071708,0.6671937887928292
