generator,generator_class,pass_count,total_tests,pass_ratio,pass_tests,fail_tests,avg_gen_time_ms,avg_test_time_ms,avg_pass_rate,aggregation,avg_empirical_pass_rate,geo_empirical_pass_rate,min_empirical_pass_rate,empirical_fail_rate,avg_posterior_pass_threshold_probability,geo_posterior_pass_threshold_probability,min_posterior_pass_threshold_probability,posterior_fail_threshold_probability
Ambient Noise Generator,TRNG,8,8,1.0,Frequency (Monobit) Test; Runs Test; Block Frequency Test; Autocorrelation Test; Spectral Test; Linear Complexity Test; Diehard Birthday Spacings Test; Dieharder Byte Distribution Test,,0.003139304171781987,39.1617008361427,0.9897499999999999,min_across_tests,0.9897499999999999,0.9897427239909947,0.986,0.014000000000000012,0.9657835754714392,0.9652585796116993,0.9253799116833115,0.07462008831668854
