generator,generator_class,pass_count,total_tests,pass_ratio,pass_tests,fail_tests,avg_gen_time_ms,avg_test_time_ms,avg_pass_rate,aggregation,avg_empirical_pass_rate,geo_empirical_pass_rate,min_empirical_pass_rate,empirical_fail_rate,avg_posterior_pass_threshold_probability,geo_posterior_pass_threshold_probability,min_posterior_pass_threshold_probability,posterior_fail_threshold_probability
Ambient Noise Generator,TRNG,7,8,0.875,Frequency (Monobit) Test; Runs Test; Block Frequency Test; Autocorrelation Test; Spectral Test; Linear Complexity Test; Dieharder Byte Distribution Test,Diehard Birthday Spacings Test,0.004588261799653992,38.26192573775188,0.98675,min_across_tests,0.98675,0.9867357647263726,0.974,0.026000000000000023,0.8823881103915743,0.8412386750572555,0.3328062112071708,0.6671937887928292
