generator,generator_class,pass_count,total_tests,pass_ratio,pass_tests,fail_tests,avg_gen_time_ms,avg_test_time_ms,avg_final_score,avg_pass_rate,aggregation,avg_classical_randomness_chance,geo_classical_randomness_chance,classical_randomness_chance,classical_fail_chance,avg_bayes_randomness_chance,geo_bayes_randomness_chance,bayes_randomness_chance,bayes_fail_chance,avg_randomness_chance,geo_randomness_chance,randomness_chance,fail_chance
LCG,PRNG,7,8,0.875,Frequency (Monobit) Test; Runs Test; Block Frequency Test; Autocorrelation Test; Linear Complexity Test; Diehard Birthday Spacings Test; Dieharder Byte Distribution Test,Spectral Test,3.6715743485838175,23.391226158462814,0.7338143670180959,0.87225,min_across_tests,0.87225,0.03153544889570454,0.0,1.0,0.8686221455863348,0.03141866920329374,0.0,1.0,0.8686221455863348,0.03141866920329374,0.0,1.0
