generator,generator_class,pass_count,total_tests,pass_ratio,pass_tests,fail_tests,avg_gen_time_ms,avg_test_time_ms,avg_pass_rate,aggregation,avg_classical_randomness_chance,geo_classical_randomness_chance,classical_randomness_chance,classical_fail_chance,avg_bayes_randomness_chance,geo_bayes_randomness_chance,bayes_randomness_chance,bayes_fail_chance
Blum-Blum-Shub,CSPRNG,8,8,1.0,Frequency (Monobit) Test; Runs Test; Block Frequency Test; Autocorrelation Test; Spectral Test; Linear Complexity Test; Diehard Birthday Spacings Test; Dieharder Byte Distribution Test,,950.3451681740407,37.28276751449084,0.9882500000000001,min_across_tests,0.9882500000000001,0.9882361050640942,0.98,0.020000000000000018,0.9102953391972699,0.902211286595248,0.6770106540448958,0.3229893459551042
