generator,generator_class,pass_count,total_tests,pass_ratio,pass_tests,fail_tests,avg_gen_time_ms,avg_test_time_ms,avg_final_score,avg_pass_rate,aggregation,avg_classical_randomness_chance,geo_classical_randomness_chance,classical_randomness_chance,classical_fail_chance,avg_bayes_randomness_chance,geo_bayes_randomness_chance,bayes_randomness_chance,bayes_fail_chance,avg_randomness_chance,geo_randomness_chance,randomness_chance,fail_chance
Mersenne Twister,PRNG,8,8,1.0,Frequency (Monobit) Test; Runs Test; Block Frequency Test; Autocorrelation Test; Spectral Test; Linear Complexity Test; Diehard Birthday Spacings Test; Dieharder Byte Distribution Test,,284.59765082912054,35.09573033063498,0.720946065277593,0.9884999999999999,min_across_tests,0.9884999999999999,0.9884960826968,0.984,0.016000000000000014,0.9563339372222702,0.9554541527703304,0.8647812146443395,0.13521878535566045,0.9563339372222702,0.9554541527703304,0.8647812146443395,0.13521878535566045
