generator,generator_class,pass_count,total_tests,pass_ratio,pass_tests,fail_tests,avg_gen_time_ms,avg_test_time_ms,avg_pass_rate,aggregation,avg_empirical_pass_rate,geo_empirical_pass_rate,min_empirical_pass_rate,empirical_fail_rate,avg_posterior_pass_threshold_probability,geo_posterior_pass_threshold_probability,min_posterior_pass_threshold_probability,posterior_fail_threshold_probability
Alternating Generator,PR,2,8,0.25,Frequency (Monobit) Test; Block Frequency Test,Runs Test; Autocorrelation Test; Spectral Test; Linear Complexity Test; Diehard Birthday Spacings Test; Dieharder Byte Distribution Test,0.15663214438245632,3.3846626794693293,0.25,min_across_tests,0.25,1.0000000000000007e-09,0.0,1.0,0.2499997093142429,9.999997093141178e-10,0.0,1.0
