generator,generator_class,pass_count,total_tests,pass_ratio,pass_tests,fail_tests,avg_gen_time_ms,avg_test_time_ms,avg_pass_rate,aggregation,avg_empirical_pass_rate,geo_empirical_pass_rate,min_empirical_pass_rate,empirical_fail_rate,avg_posterior_pass_threshold_probability,geo_posterior_pass_threshold_probability,min_posterior_pass_threshold_probability,posterior_fail_threshold_probability
LCG,PRNG,7,8,0.875,Frequency (Monobit) Test; Runs Test; Block Frequency Test; Autocorrelation Test; Linear Complexity Test; Diehard Birthday Spacings Test; Dieharder Byte Distribution Test,Spectral Test,35.10698866203893,39.50685426344717,0.87175,min_across_tests,0.87175,0.03151939660929904,0.0,1.0,0.846968455467956,0.030640304944427054,0.0,1.0
